https://www.facebook.com/groups/308636856412082/;gj;FR,FR-HDF
https://www.facebook.com/groups/giletsjaunes5962/;gj;FR,FR-HDF,62
https://www.facebook.com/groups/544015129394008/;gj;FR,FR-HDF,62
https://www.facebook.com/groups/176638153291123/;gj;FR,FR-HDF,62
https://www.facebook.com/groups/326574578123603/;gj;FR,FR-HDF,62
https://www.facebook.com/groups/2116599081888181/;gj;FR,FR-HDF,59
https://www.facebook.com/groups/2191572877721317/;gj;FR,FR-HDF,59
https://www.facebook.com/Gilets-jaunes-Nord-59-767178386956409/;gj;FR,FR-HDF,59
https://www.facebook.com/groups/giletsjaunes5962/;gj;FR,FR-HDF,59
https://www.facebook.com/gilet.jaune60/;gj;FR,FR-HDF,60
https://www.facebook.com/groups/285236592128559/;gj;FR,FR-HDF,60
https://www.facebook.com/Les-gilets-jaunes-de-lAisne-323792975112566/;gj;FR,FR-HDF,02
https://www.facebook.com/groups/904178509780387/;gj;FR,FR-HDF,02
https://www.facebook.com/groups/Giletjaunebretagne/;gj;FR,FR-BRE
https://www.facebook.com/groups/GJ.Bretagne/;gj;FR,FR-BRE
https://www.facebook.com/groups/242392843299945/;gj;FR,FR-BRE
https://www.facebook.com/groups/GILETSJAUNESSUDFINISTEREOFFICIEL/;gj;FR,FR-BRE,29
https://www.facebook.com/groups/1020447088162625/;gj;FR,FR-BRE,29
https://www.facebook.com/groups/228522654737069/;gj;FR,FR-BRE,22
https://www.facebook.com/Les-Gilets-Jaunes-du-Morbihan-345892299499452/;gj;FR,FR-BRE,56
https://www.facebook.com/groups/399169357317860/;gj;FR,FR-BRE,56
https://www.facebook.com/groups/2226469467629321/;gj;FR,FR-BRE,35
https://www.facebook.com/groups/1913509562036445/;gj;FR,FR-BRE,35
https://www.facebook.com/groups/GJ.Normandie/;gj;FR,FR-NOR
https://www.facebook.com/groups/2153624678022273/;gj;FR,FR-NOR,14
https://www.facebook.com/groups/uniongiletsjaunesnormandie/;gj;FR,FR-NOR,14
https://www.facebook.com/groups/559613924452428/;gj;FR,FR-NOR,27
https://www.facebook.com/groups/578490162594145/;gj;FR,FR-NOR,61
https://www.facebook.com/groups/1219837254823063/;gj;FR,FR-NOR,50
https://www.facebook.com/groups/1920547298036239/;gj;FR,FR-NOR,50
https://www.facebook.com/groups/GJcentresudmanche/;gj;FR,FR-NOR,50
https://www.facebook.com/groups/299793713527733/;gj;FR,FR-NOR,76
https://www.facebook.com/groups/364480954300011/;gj;FR,FR-NOR,76
https://www.facebook.com/groups/255519255137325/;gj;FR,FR-NOR,76
https://www.facebook.com/groups/1281207982020578/;gj;FR,FR-NOR,76
https://www.facebook.com/groups/358923628190518/;gj;FR,FR-NOR,76
https://www.facebook.com/groups/762867417407830/;gj;FR,FR-NOR,76
https://www.facebook.com/groups/519362788570325/;gj;FR,FR-NOR,76
https://www.facebook.com/groups/2012160145527075/;gj;FR,FR-NOR,76
https://www.facebook.com/groups/304285306835999/;gj;FR,FR-NOR,76
https://www.facebook.com/groups/GJ.BourgogneFrancheComte/;gj;FR,FR-BFC
https://www.facebook.com/groups/1923071657761789/;gj;FR,FR-BFC
https://www.facebook.com/groups/2252626475016742/;gj;FR,FR-BFC,89
https://www.facebook.com/groups/264731977573278/;gj;FR,FR-BFC,21
https://www.facebook.com/groups/608550586241160/;gj;FR,FR-BFC,70
https://www.facebook.com/groups/460166574389867/;gj;FR,FR-BFC,25
https://www.facebook.com/groups/517763318706833/;gj;FR,FR-BFC,25
https://www.facebook.com/groups/342655079871060/;gj;FR,FR-BFC,25
https://www.facebook.com/groups/365267987558354/;gj;FR,FR-BFC,25
https://www.facebook.com/groups/316359805622716/;gj;FR,FR-BFC,39
https://www.facebook.com/groups/524838684657479/;gj;FR,FR-BFC,39
https://www.facebook.com/groups/2230503557230172/;gj;FR,FR-BFC,71
https://www.facebook.com/groups/276820486517111/;gj;FR,FR-BFC,58
https://www.facebook.com/groups/2180802548913367/;gj;FR,FR-BFC,58
https://www.facebook.com/groups/GJ.IledeFrance/;gj;FR,FR-IDF
https://www.facebook.com/groups/980651248989329/;gj;FR,FR-IDF
https://www.facebook.com/groups/1746512808792708/;gj;FR,FR-IDF
https://www.facebook.com/groups/313452196156780/;gj;FR,FR-IDF
https://www.facebook.com/groups/750842388611115/;gj;FR,FR-IDF,95
